#{"t_start": 1723735176.6394598, "env_id": "Cobrinha"}
8827.0,47,296.074594
15420.0,141,296.490541
1686.0,40,296.61255
7736.0,125,296.990551
10944.0,96,297.281567
11407.0,218,297.946542
13052.0,122,298.319541
13295.0,104,298.680564
18093.0,136,299.185541
17437.0,193,299.912541
20429.0,159,300.418558
8286.0,102,300.727558
13257.0,110,301.051042
12933.0,132,301.442042
8641.0,65,301.643724
10436.0,104,301.963725
10789.0,99,302.259735
11049.0,96,302.551718
11162.0,87,302.818712
6608.0,71,303.036713
20456.0,166,303.530726
13434.0,103,303.845712
8825.0,60,304.029717
27883.0,193,304.622716
15874.0,122,305.325713
3984.0,66,305.631716
18356.0,131,306.094715
20066.0,196,306.744722
10338.0,142,307.18371
8193.0,108,307.509762
13026.0,134,307.915714
7653.0,124,308.294759
-595.0,3,308.30672
10414.0,126,308.751713
8495.0,83,309.039714
12707.0,146,309.561711
6214.0,87,309.856728
10713.0,105,310.222711
14958.0,189,310.864712
22936.0,175,311.412761
10659.0,121,311.768724
13527.0,88,312.036724
11041.0,83,312.292723
7994.0,129,312.685762
15526.0,132,313.085712
1696.0,38,313.195713
6259.0,95,313.486731
9012.0,79,313.730079
15642.0,123,314.16408
27578.0,238,314.883083
20673.0,163,315.373094
8711.0,54,315.528788
-566.0,5,315.550792
11094.0,113,315.881779
22949.0,176,316.408792
7810.0,143,316.839837
1509.0,53,317.000797
8756.0,55,317.172836
13450.0,97,317.464779
6602.0,63,317.658293
10848.0,101,317.966965
16187.0,125,319.777672
6273.0,87,320.047687
12850.0,163,320.534681
16200.0,78,320.762689
10387.0,127,321.142797
7894.0,128,321.521744
15447.0,141,321.977758
8452.0,84,322.266757
10819.0,97,322.617784
-619.0,9,322.652793
15219.0,173,323.177782
15162.0,143,323.622743
18468.0,148,324.069743
-589.0,5,324.083748
12747.0,141,324.505749
-544.0,3,324.516748
10827.0,104,324.85175
8467.0,72,325.067439
6592.0,63,325.256438
8498.0,75,325.47244
20898.0,122,325.837468
15467.0,137,326.324759
11057.0,109,326.646752
8558.0,70,326.857067
15374.0,151,327.320078
-614.0,5,327.336081
7655.0,126,327.720073
15014.0,163,328.220102
17911.0,151,328.689077
13027.0,127,329.086078
8098.0,115,329.43408
8381.0,85,329.699112
-657.0,8,329.722117
13300.0,108,330.050055
27590.0,200,330.650002
22607.0,184,331.198053
8589.0,64,331.386003
8106.0,112,331.715997
-709.0,13,331.751947
8733.0,98,332.039481
8324.0,103,332.360053
8392.0,79,332.605719
24660.0,230,333.301606
32160.0,246,334.058567
32163.0,273,334.884557
12428.0,177,335.441572
22531.0,197,336.040565
8431.0,93,336.314554
23050.0,157,336.842788
8374.0,81,337.125786
9197.0,56,337.320807
31985.0,271,338.247785
12473.0,168,338.779786
8332.0,82,339.037835
8478.0,74,339.255786
10957.0,85,339.508787
13147.0,124,339.88579
7608.0,142,340.321058
-575.0,4,340.333054
8795.0,42,340.453044
8605.0,68,340.6601
17400.0,181,341.208092
10860.0,92,341.484539
20276.0,151,341.920526
4164.0,30,342.015527
12924.0,127,342.407525
-612.0,6,342.420539
1656.0,32,342.517529
8645.0,52,342.679536
12975.0,163,343.17654
10770.0,99,343.479576
10981.0,72,343.69858
11170.0,60,343.881602
-738.0,13,343.921529
22711.0,194,344.555536
8520.0,72,344.768527
-691.0,9,344.801579
8483.0,89,345.068526
8436.0,78,345.297531
8620.0,59,345.478536
-628.0,9,345.502537
13284.0,102,345.814334
20008.0,176,346.341323
13094.0,125,346.71453
15036.0,153,347.166536
13382.0,162,347.668208
8201.0,92,347.94721
12920.0,129,348.342226
-582.0,9,348.36621
13432.0,95,348.664221
13305.0,97,348.955218
8584.0,71,349.17422
13578.0,79,349.415221
10839.0,93,349.698233
7687.0,128,350.145231
8257.0,89,350.410213
13514.0,83,352.011512
8346.0,87,352.280502
8325.0,81,352.530502
30160.0,185,353.108503
20466.0,153,353.583564
8340.0,78,353.815564
8746.0,53,353.973567
12817.0,150,354.456992
8441.0,79,354.698942
8816.0,48,354.843942
10277.0,134,355.253961
11179.0,104,355.561946
8159.0,101,355.858154
9135.0,63,356.050871
10502.0,119,356.407001
11164.0,68,356.611012
10313.0,127,356.989998
22893.0,156,357.465049
32791.0,197,358.065007
10964.0,87,358.338047
8562.0,71,358.548011
10920.0,98,358.851
-525.0,1,358.851998
15523.0,126,359.24301
13662.0,68,359.44704
18417.0,130,359.844011
8178.0,93,360.126009
8613.0,59,360.305998
10642.0,110,360.641998
27081.0,239,361.35235
10880.0,84,361.601362
10626.0,94,361.887426
27580.0,206,362.509428
13414.0,82,362.762426
8522.0,75,362.995467
14239.0,219,363.65443
-508.0,1,363.663448
-601.0,8,363.690577
8479.0,70,363.900596
20769.0,142,364.338564
12520.0,156,364.815577
23134.0,146,365.249576
15430.0,144,365.691613
-551.0,2,365.702615
8332.0,88,365.965615
38792.0,357,367.027961
-553.0,8,367.051963
17804.0,154,367.518097
8406.0,78,367.75914
-746.0,15,367.808287
10680.0,94,368.12729
10915.0,84,368.439294
19261.0,237,369.317291
-580.0,3,369.331291
-749.0,10,369.371298
15897.0,107,369.70729
25227.0,171,370.227301
8105.0,102,370.539339
18270.0,118,370.889288
10968.0,77,371.115312
10254.0,134,371.519298
20635.0,153,371.9753
25282.0,175,372.498292
18462.0,103,372.820288
36933.0,294,373.721303
10468.0,107,374.054287
22324.0,209,374.706299
16478.0,95,375.003301
22864.0,163,375.494286
22828.0,181,376.034438
8662.0,64,376.225392
10863.0,87,376.488403
-547.0,4,376.500404
15575.0,137,376.909404
25064.0,181,377.447403
10009.0,136,377.861406
18622.0,86,378.131391
19582.0,211,378.768392
1540.0,42,378.899446
8658.0,67,379.106441
8518.0,75,379.32739
1569.0,48,379.475447
20545.0,153,379.954432
13053.0,125,380.335391
12822.0,126,380.70639
10591.0,90,380.98344
22893.0,165,381.468447
-608.0,4,381.48139
13179.0,116,381.824394
13235.0,102,382.133412
10856.0,93,382.407399
27726.0,181,384.71894
13646.0,85,384.974897
16439.0,89,385.249897
-690.0,14,385.288896
17387.0,185,385.851897
13032.0,119,386.2069
10516.0,101,386.50592
12845.0,134,386.909919
-568.0,3,386.919972
19508.0,219,387.563355
17691.0,171,388.091355
8324.0,86,388.367353
18147.0,151,388.820342
3694.0,69,389.037358
20726.0,133,389.444537
15728.0,117,389.800883
7381.0,134,390.212945
11032.0,82,390.456953
10883.0,78,390.698933
7690.0,113,391.033952
10367.0,135,391.444948
17746.0,150,391.888943
28942.0,284,392.746025
10544.0,116,393.097027
-504.0,3,393.109027
17998.0,138,393.530044
-522.0,2,393.541102
6722.0,52,393.698025
-571.0,3,393.70904
10899.0,91,393.980026
10803.0,96,394.277026
-658.0,8,394.301033
11058.0,77,394.546028
1629.0,33,394.644033
6172.0,100,394.953027
16097.0,89,395.218642
13374.0,93,395.495683
6496.0,62,395.685633
25627.0,156,396.147631
17801.0,174,396.665559
8713.0,59,396.842557
11070.0,90,397.111544
8187.0,104,397.421544
13329.0,98,397.710545
15350.0,145,398.153544
6382.0,80,398.396585
-663.0,10,398.432544
-507.0,1,398.433544
8600.0,63,398.633605
-513.0,7,398.657599
8256.0,104,399.001398
-720.0,10,399.027406
10396.0,131,399.459407
-1196.0,51,399.654398
8240.0,108,400.054397
8064.0,119,400.489399
8109.0,106,400.855398
8684.0,60,401.035406
13153.0,124,401.404987
-580.0,13,401.442989
1331.0,65,401.632042
-592.0,7,401.655003
8361.0,110,401.990246
8500.0,94,402.260293
8261.0,107,402.576236
8687.0,83,402.82686
13263.0,146,403.270823
3779.0,73,403.491818
9993.0,140,403.918805
8309.0,84,404.174818
7968.0,154,404.652819
8347.0,190,405.219816
-564.0,11,405.255811
-559.0,6,405.278804
-740.0,16,405.327589
-532.0,3,405.330589
-733.0,22,405.40059
-1568.0,100,405.699587
3646.0,171,406.212588
-1309.0,100,406.509027
-1176.0,100,406.810326
-1287.0,100,407.110378
-1195.0,100,407.409343
8306.0,206,408.020693
-1236.0,100,408.324693
-1437.0,100,408.628746
-1289.0,100,408.935673
-567.0,12,408.972657
-639.0,18,409.032654
8691.0,78,409.261658
10852.0,93,409.542662
12416.0,172,410.115672
8245.0,132,410.520658
8305.0,124,410.900657
5655.0,246,411.641673
-1171.0,100,411.93871
13177.0,157,412.40476
8357.0,83,412.658737
-549.0,5,412.673735
4104.0,70,412.886724
13409.0,102,413.194777
10795.0,115,413.543724
15932.0,102,413.851772
8896.0,37,413.970736
15595.0,134,414.394749
12731.0,141,414.823725
11037.0,86,416.149239
10793.0,102,416.448356
10782.0,100,416.746306
10561.0,95,417.029307
10899.0,98,417.324573
10935.0,85,417.57637
11063.0,69,417.778371
6402.0,77,418.009359
20301.0,164,418.507358
15392.0,143,418.946383
10363.0,115,419.298884
12842.0,141,419.723836
8557.0,72,419.942845
4334.0,37,420.053845
8712.0,63,420.247834
10933.0,86,420.512835
-587.0,4,420.527463
13312.0,151,420.979883
13227.0,105,421.302421
10817.0,91,421.56944
10912.0,80,421.810941
7775.0,123,422.200941
8666.0,62,422.43295
-518.0,1,422.43295
8782.0,41,422.583939
27787.0,189,423.15998
8449.0,75,423.39098
8024.0,103,423.705952
10678.0,107,424.033938
3819.0,69,424.238989
11087.0,78,424.474939
20007.0,194,425.069939
10587.0,119,425.432937
11094.0,75,425.655939
11089.0,76,425.878953
-620.0,6,425.901959
8473.0,79,426.143989
8898.0,90,426.408938
-539.0,4,426.420992
18300.0,123,426.791953
8599.0,71,427.006988
8177.0,100,427.299948
10483.0,134,427.692417
15666.0,140,428.110431
13197.0,116,428.472418
8285.0,96,428.76442
8809.0,45,428.897429
8424.0,86,429.162434
8330.0,75,429.406419
4176.0,53,429.57642
14599.0,185,430.138417
10809.0,93,430.419448
8466.0,66,430.624431
8201.0,106,430.959418
12848.0,144,431.486431
10549.0,156,432.04744
15345.0,150,432.530417
8310.0,99,432.825467
20005.0,177,433.355426
-678.0,10,433.383445
6609.0,63,433.579449
8256.0,88,433.848429
13486.0,93,434.18243
15451.0,132,434.620471
10905.0,92,434.90543
-533.0,2,434.91543
4158.0,43,435.047426
8390.0,91,435.313418
10781.0,105,435.636471
10926.0,86,435.891429
8246.0,89,436.155427
4149.0,57,436.332426
-577.0,5,436.345467
11653.0,64,436.535417
13315.0,94,436.812475
9958.0,139,437.229435
10863.0,95,437.515661
-619.0,10,437.540663
17893.0,152,437.989555
17637.0,165,438.498963
8583.0,67,438.698836
8420.0,83,438.949836
12496.0,159,439.442834
13310.0,103,439.756887
17903.0,154,440.225839
1673.0,36,440.335878
-581.0,5,440.348837
15330.0,150,440.81085
13005.0,130,441.203847
22420.0,193,441.786835
12734.0,156,442.254251
17021.0,192,442.821687
6412.0,77,443.054537
24640.0,218,443.723526
10662.0,95,444.016368
8473.0,88,444.288053
10899.0,94,444.586089
8586.0,65,444.803088
9104.0,63,444.999051
8424.0,74,445.220048
8672.0,64,445.418049
17946.0,154,445.891048
10655.0,113,446.234036
12887.0,140,448.359079
10687.0,105,448.676078
10862.0,108,449.008078
17659.0,191,449.599573
15828.0,125,449.983597
8040.0,84,450.243586
8370.0,84,450.497589
10627.0,114,450.848623
8634.0,69,451.052574
14949.0,189,451.614087
10855.0,112,451.946034
-578.0,3,451.957084
3631.0,158,452.422044
3349.0,131,452.815034
8635.0,84,453.064054
4224.0,35,453.171035
12951.0,155,453.649041
8724.0,54,453.810036
7673.0,178,454.360051
8725.0,133,454.773033
10403.0,137,455.190044
4253.0,40,455.31305
11308.0,113,455.654049
7647.0,124,456.026035
4169.0,57,456.204052
-1261.0,50,456.350062
10475.0,126,456.730043
-657.0,8,456.752091
10412.0,178,457.275876
8576.0,105,457.586873
7727.0,146,458.026924
-733.0,14,458.063874
10724.0,128,458.449896
4136.0,62,458.64493
-595.0,6,458.658884
8714.0,66,458.893931
8047.0,173,459.422915
10819.0,110,459.763874
16089.0,150,460.223914
17939.0,145,460.666875
4308.0,95,460.955883
-729.0,13,460.995882
1580.0,52,461.149877
3770.0,78,461.385885
-541.0,2,461.387881
6349.0,87,461.648837
10975.0,109,461.969879
8781.0,60,462.148838
17719.0,171,462.749755
17640.0,170,463.364744
11164.0,108,463.756795
4051.0,64,463.954742
9738.0,194,464.540777
8229.0,113,464.885752
11020.0,104,465.204759
8925.0,93,465.49579
-649.0,23,465.55875
17487.0,203,466.177754
16235.0,119,466.534743
22217.0,216,467.190402
-1229.0,54,467.361394
15738.0,116,467.7574
9933.0,170,468.365391
-576.0,4,468.381406
-756.0,17,468.450389
1531.0,47,468.644436
6315.0,82,468.922395
10968.0,83,469.218407
12836.0,132,469.785391
21822.0,231,470.655403
20080.0,184,471.220394
15455.0,143,471.651437
-532.0,2,471.653401
8551.0,62,471.848717
15571.0,130,472.23477
10877.0,98,472.544718
10433.0,118,472.889898
25111.0,202,473.497877
8069.0,128,473.880927
11036.0,61,474.089879
-616.0,6,474.103908
22812.0,169,474.631876
10963.0,84,474.895876
10820.0,98,475.190877
10619.0,116,475.541878
10511.0,126,475.930642
15250.0,147,476.365647
-560.0,5,476.38765
13340.0,107,476.707659
8020.0,110,477.046176
6135.0,99,477.341176
30507.0,197,477.927206
10915.0,89,478.193208
8441.0,90,478.467246
6560.0,67,478.657964
13540.0,94,478.950953
13083.0,116,479.304953
15806.0,121,481.56585
8520.0,74,481.792277
8651.0,71,481.998179
10564.0,114,482.342162
8980.0,88,482.605536
12841.0,137,483.012498
8170.0,103,483.321504
16067.0,138,483.726
15884.0,105,484.057001
-521.0,5,484.070013
15805.0,116,484.427998
13204.0,123,484.816013
7148.0,146,485.264001
8532.0,114,485.617003
15937.0,117,485.968009
-622.0,6,485.981998
8853.0,82,486.239997
1561.0,52,486.396002
4179.0,49,486.542002
6491.0,69,486.749048
-563.0,4,486.762
1743.0,40,486.880997
29579.0,273,487.699997
8334.0,96,487.988049
6153.0,95,488.263181
17914.0,155,488.729846
8472.0,78,488.970905
1279.0,66,489.167909
22310.0,277,490.038439
3983.0,68,490.243438
15082.0,161,490.748465
10953.0,82,490.993457
8747.0,105,491.310439
8365.0,130,491.700571
8236.0,88,491.963439
20267.0,176,492.484491
-540.0,7,492.509952
6353.0,88,492.769938
13397.0,88,493.030982
-586.0,8,493.055953
15746.0,132,493.448895
13372.0,113,493.815895
8213.0,141,494.311885
12699.0,162,494.906889
8676.0,125,495.325884
-512.0,1,495.326885
34668.0,282,496.191936
10398.0,123,496.554885
13160.0,136,496.96394
-505.0,2,496.973892
15525.0,144,497.411884
6368.0,80,497.652933
-551.0,3,497.663895
8705.0,115,498.002884
8323.0,99,498.295883
1298.0,57,498.461884
8411.0,146,498.908319
13270.0,120,499.273303
1575.0,53,499.431318
15196.0,166,499.949317
13338.0,101,500.25773
8483.0,85,500.516782
10356.0,143,500.96573
5710.0,137,501.37673
8404.0,97,501.670782
11137.0,94,501.960731
10958.0,101,502.260733
25446.0,183,502.804728
18281.0,138,503.21573
10121.0,164,503.712981
-513.0,1,503.722015
22413.0,205,504.341981
13444.0,153,504.837642
-595.0,4,504.850647
10706.0,104,505.174363
8263.0,140,505.605363
8236.0,106,505.936348
8277.0,90,506.210367
44386.0,336,507.242368
1142.0,73,507.456359
8463.0,99,507.753422
15998.0,142,508.180432
11038.0,83,508.41839
23004.0,149,508.873154
14777.0,188,509.445935
15208.0,156,509.923921
13108.0,152,510.389921
8393.0,87,510.648936
-696.0,15,510.700921
12840.0,147,511.150974
8464.0,76,511.388937
15213.0,153,511.847924
8327.0,82,513.713344
10824.0,95,513.989443
18646.0,151,514.456555
13473.0,119,514.821564
8081.0,90,515.096556
13498.0,131,515.495547
12877.0,122,515.867556
11167.0,66,516.063555
13191.0,107,516.389546
11063.0,71,516.607545
12855.0,138,517.019563
10689.0,110,517.350598
-705.0,30,517.437561
15459.0,124,517.809586
15842.0,115,518.159719
15801.0,115,518.506317
14419.0,207,519.138654
11543.0,78,519.380621
27452.0,232,520.093676
7911.0,110,520.424622
11125.0,82,520.680622
12747.0,144,521.12762
22389.0,211,521.767631
17756.0,148,522.210634
11208.0,62,522.393463
13677.0,75,522.621467
17055.0,205,523.23145
12849.0,135,523.63346
8138.0,100,523.936856
30077.0,227,524.625851
-639.0,6,524.638846
8392.0,85,524.896969
12815.0,138,525.370847
10681.0,124,525.835846
10333.0,138,526.356851
10917.0,76,526.623847
-559.0,3,526.635861
25236.0,188,527.210847
15716.0,118,527.570844
19688.0,205,528.19786
6077.0,105,528.510915
25110.0,202,529.115896
18312.0,118,529.466348
10483.0,106,529.794405
13453.0,97,530.10036
10693.0,99,530.459398
8513.0,69,530.675659
10846.0,90,530.951687
8549.0,62,531.14966
17923.0,153,531.611664
10913.0,90,531.88466
9275.0,48,532.029659
8654.0,72,532.248659
8622.0,62,532.42666
10519.0,121,532.784661
8085.0,109,533.116678
10627.0,112,533.448717
8478.0,72,533.664662
10536.0,123,534.039675
12816.0,143,534.476672
17639.0,165,534.981717
12938.0,129,535.387675
13151.0,111,535.718669
1619.0,43,535.851675
-702.0,11,535.889672
13485.0,94,536.172673
22910.0,162,536.67275
-521.0,1,536.673754
8421.0,87,536.947753
13462.0,95,537.238785
1640.0,43,537.362787
11173.0,64,537.553734
-534.0,2,537.565757
10926.0,92,537.842745
7884.0,118,538.197747
10632.0,112,538.533748
8431.0,71,538.757747
10281.0,122,539.130764
10377.0,124,539.501749
8768.0,45,539.639733
6304.0,93,539.927744
8513.0,70,540.153733
10778.0,96,540.448733
10805.0,99,540.746747
10855.0,96,541.04175
22669.0,174,541.584738
31493.0,301,542.497754
-694.0,11,542.532745
8062.0,105,542.847103
20616.0,139,543.266592
17702.0,171,543.777629
21056.0,107,544.08759
13384.0,104,544.400589
-552.0,4,546.007491
-689.0,11,546.043497
30251.0,202,546.705485
15360.0,146,547.209482
8457.0,81,547.447482
13131.0,121,547.817492
10696.0,140,548.239536
31615.0,302,549.135222
19581.0,206,549.781269
8807.0,45,549.917233
24971.0,188,550.493218
11217.0,100,550.807307
10368.0,115,551.162318
15496.0,124,551.541305
10504.0,116,551.909307
15704.0,111,552.240087
4049.0,48,552.383091
16182.0,127,552.762094
15377.0,149,553.202088
15049.0,157,553.677086
17890.0,155,554.130732
16211.0,72,554.343731
22654.0,190,554.921729
20260.0,157,555.40473
25578.0,201,556.009732
10790.0,102,556.326745
22861.0,173,556.928732
20627.0,127,557.380733
25351.0,187,558.055729
8590.0,69,558.259741
20127.0,167,558.755521
8226.0,103,559.058472
11083.0,112,559.39148
8422.0,77,559.627519
8565.0,62,559.810493
20225.0,165,560.328821
8809.0,80,560.575836
8650.0,62,560.77383
12944.0,133,561.179832
7988.0,111,561.52383
13185.0,108,561.858827
8741.0,58,562.03282
10811.0,94,562.318818
22699.0,215,562.972831
15942.0,138,563.387822
8289.0,85,563.639419
42121.0,288,564.503422
15672.0,124,564.91245
20266.0,173,565.449409
12432.0,161,565.943454
-748.0,11,565.98145
-580.0,4,565.995076
-544.0,2,565.996074
8483.0,74,566.230071
8609.0,68,566.438059
20140.0,188,567.01598
10474.0,109,567.338991
17576.0,177,567.861905
8197.0,97,568.148021
-650.0,6,568.171964
8199.0,90,568.434024
13201.0,114,568.775382
19754.0,193,569.35
22999.0,172,569.868883
8238.0,92,570.152886
20622.0,141,570.584887
12731.0,135,571.004884
4193.0,33,571.104877
8628.0,62,571.303872
6091.0,102,571.612905
15475.0,126,572.007924
1613.0,42,572.132911
8407.0,74,572.363882
11073.0,78,572.595881
10803.0,99,572.905906
10785.0,95,573.199885
16125.0,131,573.595925
10782.0,120,573.955884
15618.0,133,574.345916
10486.0,118,574.692562
10375.0,130,575.104572
8313.0,84,575.36363
-648.0,14,575.402572
20411.0,154,575.87958
1662.0,29,575.96661
11408.0,94,576.256574
8587.0,57,576.426569
8297.0,87,576.69656
8178.0,95,578.689561
8763.0,44,578.843548
12534.0,164,579.330703
8738.0,56,579.4968
-690.0,15,579.543725
17578.0,180,580.094392
15332.0,176,580.626383
18559.0,89,580.899143
8234.0,85,581.170141
8058.0,99,581.463139
1681.0,26,581.546128
13058.0,110,581.877135
10921.0,84,582.136143
8805.0,46,582.28214
33041.0,196,582.874128
3966.0,70,583.081129
-546.0,2,583.090127
13520.0,93,583.371139
12952.0,132,583.763145
15586.0,115,584.107291
15969.0,82,584.3463
13139.0,114,584.690305
10076.0,133,585.096306
8312.0,79,585.34329
-572.0,5,585.355303
19762.0,187,585.9333
15780.0,112,586.27229
13375.0,100,586.582289
8228.0,93,586.91229
-628.0,14,586.95829
13205.0,143,587.392324
8513.0,68,587.600303
9870.0,147,588.043292
13718.0,125,588.477299
15474.0,132,589.013294
-778.0,25,589.16229
10239.0,130,589.619309
10943.0,81,589.859325
10152.0,136,590.27535
8720.0,51,590.435367
15399.0,146,590.888361
14243.0,208,591.576308
20453.0,155,592.052324
8647.0,56,592.221309
13379.0,108,592.549314
-672.0,9,592.583308
10840.0,96,592.878359
13420.0,90,593.14632
3460.0,97,593.434315
8507.0,90,593.704319
3983.0,65,593.89532
32245.0,236,594.627586
8012.0,112,594.961584
15634.0,164,595.462586
20115.0,189,596.03659
8154.0,85,596.305478
-641.0,8,596.329531
15480.0,140,596.757534
-688.0,17,596.806491
24806.0,217,597.468487
8307.0,83,597.715484
-663.0,8,597.739496
8195.0,98,598.028481
20222.0,183,598.577219
10871.0,94,598.858219
8169.0,97,599.146241
12868.0,126,599.516246
8176.0,105,599.833237
8469.0,80,600.078244
7460.0,136,600.497099
15662.0,164,600.999129
8563.0,63,601.186089
15459.0,142,601.625306
8353.0,87,601.895357
10592.0,109,602.226306
20590.0,149,602.681362
8488.0,76,602.911309
15830.0,103,603.222357
8416.0,81,603.459359
21105.0,156,603.925916
13391.0,93,604.196918
-695.0,8,604.219918
13252.0,109,604.551969
8210.0,96,604.837309
-552.0,5,604.84932
22320.0,211,605.493359
13169.0,131,605.885309
10880.0,107,606.218325
13111.0,117,606.573321
8030.0,98,606.884357
29598.0,236,607.598374
10633.0,111,607.936379
8565.0,66,608.130372
17931.0,150,608.581369
15071.0,171,609.080385
11129.0,77,610.867017
12964.0,126,611.252335
12991.0,125,611.640272
-672.0,9,611.67434
32451.0,239,612.398902
4317.0,26,612.481889
8554.0,63,612.676887
-572.0,5,612.689887
15916.0,109,613.02089
10973.0,85,613.273889
12806.0,130,613.660886
13096.0,130,614.072893
-883.0,33,614.207892
10984.0,86,614.502888
20535.0,159,614.979888
22594.0,190,615.550894
15887.0,106,615.877899
13268.0,111,616.219928
9074.0,81,616.464938
8333.0,117,616.827898
10840.0,96,617.126889
18193.0,116,617.482909
-829.0,13,617.520889
4330.0,44,617.654904
-812.0,28,617.74089
8685.0,72,617.956888
-522.0,1,617.966898
20401.0,162,618.446919
8870.0,96,618.733897
13481.0,94,619.02394
15860.0,112,619.364938
8774.0,58,619.531943
8325.0,82,619.834886
10731.0,106,620.204891
12578.0,145,620.727888
7986.0,119,621.137891
-1235.0,47,621.281933
-566.0,5,621.2949
8432.0,91,621.570886
10509.0,168,622.085886
5718.0,105,622.418888
18586.0,147,622.89591
10726.0,95,623.228887
8000.0,115,623.570532
29008.0,246,624.325533
8368.0,83,624.574544
8766.0,51,624.743532
8620.0,83,624.993533
20711.0,129,625.376593
4307.0,33,625.483541
11071.0,79,625.716395
21921.0,235,626.431412
1879.0,25,626.507411
10570.0,149,626.972406
11096.0,66,627.17071
-517.0,2,627.181742
10820.0,98,627.47872
10526.0,129,627.867711
8561.0,78,628.108722
10971.0,93,628.387712
10546.0,112,628.726747
8058.0,100,629.031716
12824.0,169,629.528723
10870.0,87,629.790728
10549.0,133,630.186661
8330.0,84,630.437661
8546.0,69,630.659669
10628.0,123,631.032661
7620.0,123,631.41086
12321.0,181,631.971937
7964.0,127,632.363942
-674.0,20,632.424946
7815.0,113,632.772946
-506.0,4,632.784949
15606.0,133,633.193932
1779.0,22,633.253935
10617.0,104,633.568745
13449.0,102,633.87928
1877.0,28,633.962318
8353.0,88,634.227267
1463.0,43,634.352874
22062.0,244,635.081868
8714.0,65,635.281905
-713.0,22,635.342905
-595.0,3,635.355078
13367.0,96,635.646384
7654.0,128,636.035439
13381.0,126,636.414391
12931.0,129,636.815433
4042.0,60,637.002434
-621.0,18,637.053384
-547.0,5,637.066397
8169.0,107,637.397771
10855.0,120,637.760774
13038.0,129,638.146771
-675.0,21,638.215784
10849.0,104,638.532502
10560.0,127,638.932503
7694.0,131,639.325517
5685.0,129,639.707518
12912.0,140,640.126088
10958.0,121,640.489078
-526.0,2,640.490138
10468.0,133,640.8901
12469.0,168,641.403079
-509.0,1,641.413078
